LineNum,RightTrunkZ,RightTrunkX,RightTrunkY,RightShankY,RightFootY,RightFootX,LeftTrunkZ,LeftTrunkX,LeftTrunkY,LeftShankY,LeftFootY,LeftFootX,RightArmY,RightArmX,RightForearmY,LeftArmY,LeftArmX,LeftForearmY
1,-0.151365312703372,0.222416466068986,-0.489530711533295,1.01241860264526,-0.522894222405483,-0.222417281525029,-0.0204662430131824,0.341532599836493,-0.487197181991795,0.873628624121288,-0.386437829073699,-0.341534213999618,0.739904408139749,-0.585723286766902,-1.73583760605519,0.497495889680911,0.630489618907427,-1.53053629028539
2,-0.151236751584438,0.222668045623313,-0.489779426537139,1.01289201730507,-0.52304512907124,-0.222668168302514,-0.0203561581878193,0.342049614256295,-0.489015799085208,0.877211592349719,-0.388126541135845,-0.342041146946201,0.739772669501503,-0.585621708030411,-1.73607842942962,0.497773897494923,0.631133780055847,-1.53079521001866
3,-0.150960947398749,0.222959604998281,-0.490312726354794,1.0137837764683,-0.523328075490671,-0.222958333061242,-0.0201147247597479,0.342776477382888,-0.492097534383526,0.883216339346145,-0.390972214044272,-0.342757018498598,0.739506939600263,-0.585520685955001,-1.73646563189642,0.49831484159212,0.632246459216295,-1.53130595862816
4,-0.150548658121024,0.22328775578163,-0.491127540817454,1.01507833707337,-0.523737983822921,-0.223285075301511,-0.0197589572737166,0.343703756643062,-0.496371504940516,0.891486678664759,-0.394897026501629,-0.343674024916725,0.73912978876561,-0.585452030643497,-1.73700264570818,0.499093457813477,0.633793972059366,-1.53205676868558
5,-0.150010024430734,0.223650039583271,-0.492208344767613,1.01675561390046,-0.524269798510236,-0.223646078694846,-0.0193057097235837,0.344824758510555,-0.501749138065813,0.901852758845489,-0.399819162557289,-0.344785555939422,0.738659140663357,-0.585430555962453,-1.73768596196395,0.500091143213058,0.635747185929652,-1.53303387417984
6,-0.14935461532137,0.224044220686248,-0.493539613282733,1.01879520372509,-0.524918348570193,-0.224039097895777,-0.0187707602574659,0.34613341721945,-0.50813856632228,0.914137884712712,-0.405653486971679,-0.346085505282197,0.738112024757403,-0.585469529241956,-1.73851193730189,0.50129130701859,0.638079947078927,-1.53422438336097
7,-0.148592374572394,0.224467934923834,-0.495106380975952,1.02117684039086,-0.525678535102945,-0.224461761931207,-0.0181697358216274,0.347623831247266,-0.515447406978389,0.928162819885353,-0.412313347985661,-0.347567997010897,0.737506008276434,-0.585583769401441,-1.73947741669312,0.502677204966604,0.64076639897058,-1.53561565944943
8,-0.147733485397579,0.224918722498684,-0.496893503429646,1.02388017744222,-0.526545277152534,-0.224911612868212,-0.0175180581880795,0.349290298001225,-0.523583702044638,0.943749159905798,-0.41971241930051,-0.34922735216023,0.736858640306156,-0.585788405452543,-1.74057916956707,0.504232124311139,0.643780884650644,-1.53719502112739
9,-0.146787962870485,0.225394114168354,-0.498885583887953,1.02688472830856,-0.527513394656526,-0.225386181474938,-0.0168305640178251,0.351127328604433,-0.532457120950898,0.96072215504938,-0.427766187089519,-0.351058076189969,0.736186719819544,-0.586097744705485,-1.74181358748809,0.505939870218997,0.647098488441237,-1.53894979816009
10,-0.14576534623583,0.225891686111745,-0.501067157064123,1.03016990758655,-0.528577520999409,-0.225883039893904,-0.0161212021403135,0.353129610298134,-0.541980116840188,0.978912927869253,-0.436393067568158,-0.353054826122186,0.735505815560504,-0.586524692816548,-1.74317658351977,0.507785048723825,0.650695412198476,-1.54086743019905
11,-0.144674511287138,0.226409090858334,-0.503422857905429,1.03371508697158,-0.529732051786646,-0.226399833780061,-0.0154028499034668,0.355291952425157,-0.552068791888,0.998160070737559,-0.445515201904306,-0.355212365526942,0.734829982515427,-0.587080444861678,-1.74466355138365,0.509753198382968,0.65454915307753,-1.54293552746568
12,-0.143523566544036,0.226944074941214,-0.505937539528187,1.037499646371,-0.530971120475233,-0.226934301218206,-0.0146872154906345,0.357609228781955,-0.562643461512633,1.01831068326755,-0.455058972516008,-0.357525513542963,0.734171607340947,-0.587774313477428,-1.74626934753037,0.511830838768668,0.658638557481723,-1.54514190109861
13,-0.142319810294887,0.227494487333229,-0.508596355160901,1.04150302057635,-0.532288593968972,-0.22748428201427,-0.0139848023300645,0.360076317553679,-0.573628969889728,1.03922093900675,-0.464955285562175,-0.359989089639978,0.733541350030765,-0.588613656901789,-1.74798829275369,0.514005462696553,0.662943791215977,-1.54747457515862
14,-0.141069733447968,0.228058280777584,-0.511384813373342,1.04570474179932,-0.533678083179996,-0.228047719624115,-0.0133049200366782,0.362688038956097,-0.584954808156814,1.0607562752617,-0.475139666167436,-0.362597854883148,0.732948159060993,-0.589603883410084,-1.74981419016351,0.516265486992688,0.66744624806479,-1.54992178616375
15,-0.139779054432829,0.228633505519472,-0.514288811536093,1.05008447910766,-0.535132965243413,-0.228622655312461,-0.0126557280774448,0.365439088919356,-0.596555080653916,1.0827912976003,-0.485552213179696,-0.365346448180452,0.732399338228598,-0.590748507931082,-1.75174035361221,0.518600176847655,0.672128415791029,-1.55247197493604
16,-0.138452772608138,0.229218290206286,-0.5172946531338,1.05462207947168,-0.536646416568294,-0.229207209333275,-0.0120442986578447,0.36832396276596,-0.608368360478605,1.10520948588507,-0.496137459109163,-0.368229311494572,0.731900644613713,-0.592049240291842,-1.75375963968706,0.520999560267992,0.676973717287605,-1.55511377710319
17,-0.137095232311135,0.229810820438401,-0.520389052353316,1.05929760354653,-0.538211449393664,-0.229799559624258,-0.0114766906179639,0.371336877448609,-0.620337466856994,1.12790275591148,-0.506844159858227,-0.371240612966585,0.731456404045559,-0.593506085499142,-1.7558644831028,0.523454337923975,0.681966342058378,-1.55783601199231
18,-0.135710192621018,0.230409319046641,-0.523559128783459,1.0640913539684,-0.539820948262706,-0.230397922149787,-0.0109580292428375,0.374471695561675,-0.632409191996949,1.15077092638959,-0.517625037813096,-0.374374171404287,0.731069635415169,-0.595117446215245,-1.75804693449922,0.525955791136236,0.687091075197001,-1.56062766994847
19,-0.134300898583062,0.231012028449327,-0.526792394309831,1.06898389649633,-0.541467704982473,-0.23100053327583,-0.0104925877230413,0.377721851209801,-0.644533998953948,1.17372113336464,-0.528436499176892,-0.377623382288577,0.730742176661827,-0.596880220290447,-1.76029869859208,0.528495691563836,0.692333129005776,-1.56347789890224
20,-0.13287015061873,0.231617195101333,-0.530076734317829,1.07395607467787,-0.54314445113573,-0.231605634198259,-0.0100838669554288,0.381080277632726,-0.65666570707195,1.19666722386393,-0.539238341272911,-0.380981145271313,0.73047480711468,-0.598789888563883,-1.76261117123131,0.531066215402993,0.697677981339743,-1.56637599104435
21,-0.13142037006344,0.232223055915435,-0.533400385185969,1.07898901885344,-0.544843887600909,-0.232211457315898,-0.00973467156647804,0.384539336513917,-0.668761177405154,1.21952915174572,-0.549993461019982,-0.384439793183978,0.730267362949188,-0.600840590863947,-1.76497547460344,0.533659863565952,0.703111223096394,-1.56931137020815
22,-0.129953659750611,0.232827826456668,-0.536751909597576,1.08406415029587,-0.546558710845102,-0.232816214360953,-0.00944718102679325,0.388090749009754,-0.680780006856245,1.2422323915789,-0.560667572177085,-0.387991022670685,0.730118844090669,-0.603025189965938,-1.76738249019406,0.536269388315877,0.708618415914982,-1.57227358025672
23,-0.128471859210619,0.233429690676425,-0.540120170746657,1.0891631812118,-0.548281635970066,-0.233418086062714,-0.00922301539406211,0.3917255286859,-0.692684236786652,1.26470738079276,-0.571228936175269,-0.391625826684372,0.730027511934961,-0.605335324338791,-1.76982288933068,0.538887726270134,0.714184960331656,-1.57525227456094
24,-0.126976594456038,0.234026791947219,-0.543494306175133,1.09426811125887,-0.55000541663099,-0.234015213111198,-0.00906329563684572,0.395433916712341,-0.704438079581947,1.2868889960943,-0.581648109255444,-0.395334429230994,0.729990977916613,-0.60776145115082,-1.77228716125606,0.541507937408241,0.71979597422659,-1.57823720654075
25,-0.12546932255832,0.234617225168471,-0.546863701743227,1.09936122116706,-0.551722862032775,-0.234605688194584,-0.00896869873632371,0.399205319839172,-0.716007664978193,1.30871606701336,-0.591897707085619,-0.399106222903432,0.730006283357584,-0.610292881375716,-1.77476563876552,0.544123149624739,0.725436181261255,-1.58121822119035
