LineNum,RightTrunkZ,RightTrunkX,RightTrunkY,RightShankY,RightFootY,RightFootX,LeftTrunkZ,LeftTrunkX,LeftTrunkY,LeftShankY,LeftFootY,LeftFootX,RightArmY,RightArmX,RightForearmY,LeftArmY,LeftArmX,LeftForearmY
288,-0.039088019078083,0.0634921253839134,-0.556532609238815,1.08761074763371,-0.531078138394894,-0.063492125383908,-0.0390880190780534,0.198441999912722,-0.340795635247077,0.984967003383345,-0.644171368136243,-0.198441999912689,0.742053961105744,-0.654749007759537,-1.71504358892682,0.634150961965905,0.679127600868046,-1.62358811480163
289,-0.041685328618541,0.0718762648380794,-0.550942852590948,1.08564183134353,-0.534698978752568,-0.0718762648380663,-0.0416853286184471,0.206550804598774,-0.333362659665055,0.976578534137552,-0.643215874472382,-0.206550804598687,0.74815537494117,-0.655176549417122,-1.71902706289873,0.633201592265413,0.681172759533727,-1.62175535393459
290,-0.0442216436680049,0.0799618013071972,-0.545390380142403,1.08345735789447,-0.538066977752052,-0.0799618013071853,-0.0442216436679093,0.214357007592106,-0.326035501138934,0.968148202726365,-0.642112701587307,-0.214357007592013,0.754074257938914,-0.655581779059307,-1.72286948228295,0.632243664899021,0.683090522238362,-1.61997107275813
291,-0.0466927648045396,0.0877414931194746,-0.539896749218049,1.08108836716026,-0.541191617942201,-0.0877414931194633,-0.0466927648044453,0.221855348636218,-0.31883422800575,0.959712967253185,-0.640878739247313,-0.221855348636124,0.759803991866,-0.655966634724423,-1.72656829741868,0.631280929219431,0.684883649718125,-1.61823848597277
292,-0.0490948469955039,0.0952098679791325,-0.534482211585064,1.07856534034496,-0.544083128759885,-0.0952098679791213,-0.0490948469954096,0.229042217128768,-0.311777700933211,0.951308741557015,-0.639531040623667,-0.229042217128671,0.765338894525456,-0.656332992656129,-1.73012160789967,0.63031712473462,0.686555408433133,-1.61656042382678
293,-0.0514244160188005,0.102363166005404,-0.529165584274577,1.07591790661575,-0.546752322341158,-0.102363166005389,-0.0514244160186908,0.235915580961918,-0.304883456646085,0.942970082065166,-0.638086625418963,-0.235915580961813,0.770674215885961,-0.656682625630484,-1.73352814481633,0.629355946241704,0.68810951730552,-1.61493932628752
294,-0.0536783853319057,0.109199279891749,-0.523964137024842,1.07317457544494,-0.549210438420086,-0.109199279891732,-0.0536783853317966,0.242474915630434,-0.29816759755521,0.934729888803177,-0.636562291247829,-0.242474915630322,0.775806136845915,-0.657017168366007,-1.73678725466811,0.628401008857004,0.689550094928961,-1.61337723961445
295,-0.0558540732777476,0.115717693143783,-0.518893495835086,1.07036249535012,-0.551468999515016,-0.115717693143772,-0.0558540732776375,0.24872113435652,-0.291644687652267,0.92661912206994,-0.634974434417547,-0.248721134356409,0.780731770545798,-0.657338090715433,-1.73989888480214,0.627455813029293,0.690881607109156,-1.61187581508765
296,-0.0579492203507891,0.121919416911613,-0.513967562410921,1.06750723973721,-0.553539677326274,-0.121919416911598,-0.0579492203506744,0.254656519522191,-0.285327655592016,0.918666536939245,-0.633338881347093,-0.25465651952207,0.785449165751936,-0.657646679069955,-1.74286357004736,0.626523709720159,0.692108814618258,-1.6104363097241
297,-0.0599620060661244,0.12780692547723,-0.50919844962883,1.06463262063703,-0.555434171008177,-0.127806925477217,-0.0599620060660109,0.260284655243873,-0.279227706478468,0.910898438495901,-0.631670732017302,-0.260284655243754,0.78995731142916,-0.657944026121949,-1.74568242002361,0.625607866056674,0.693236721096778,-1.6090595889059
298,-0.061891064778302,0.133384089981825,-0.504596433543295,1.06176053126769,-0.557164097724381,-0.13338408998181,-0.0618910647781859,0.265610360459014,-0.273354244497105,0.903338461534588,-0.629984217037335,-0.265610360458893,0.794256141194969,-0.658231028837506,-1.74835710640735,0.624711231904271,0.694270521104523,-1.607746130953
299,-0.0637354995839033,0.138656109470268,-0.500169922900444,1.0589108185442,-0.558740895643739,-0.138656109470254,-0.0637354995837819,0.270639621408461,-0.267714809185769,0.896007379324514,-0.628292570138619,-0.270639621408334,0.798346535898784,-0.65850839419234,-1.75088984922319,0.623836507968885,0.695215548395887,-1.60649603379681
300,-0.0654948932121719,0.143629437779568,-0.495925447611314,1.0561011868894,-0.560175739278065,-0.143629437779552,-0.065494893212047,0.27537952187884,-0.262315028816706,0.888922946963632,-0.626607918146784,-0.275379521878705,0.802230322091593,-0.658776651934776,-1.75328340099724,0.622986116212548,0.696077224565518,-1.60530902405387
301,-0.0671693145604741,0.148311704189418,-0.491867668178547,1.05334713497908,-0.561479466800515,-0.148311704189402,-0.0671693145603467,0.279838169000077,-0.257158595072858,0.882099785808108,-0.624941190735112,-0.27983816899994,0.805910263638537,-0.659036173367479,-1.75554102734788,0.622162173551274,0.696861008262847,-1.60418446896057
302,-0.0687593192634666,0.15271162507017,-0.487999408677314,1.05066192738783,-0.562662518710514,-0.152711625070171,-0.0687593192634622,0.284024611758225,-0.252247263959252,0.875549316477873,-0.623302052518628,-0.28402461175822,0.809390043170668,-0.659287194896965,-1.757666482294,0.621366469994701,0.697572345199359,-1.60312139181389
303,-0.0702659423936881,0.15683890298702,-0.484321716580145,1.04805660350816,-0.563734886928008,-0.156838902987022,-0.0702659423936847,0.287948748663636,-0.247580888714376,0.869279749031405,-0.621698860317015,-0.287948748663636,0.812674229462437,-0.659529844897244,-1.75966397622203,0.620600452580688,0.698216619157957,-1.60211849177226
304,-0.071690681069847,0.160704108827284,-0.480833953512026,1.0455400266183,-0.564706073106275,-0.160704108827281,-0.0716906810698475,0.291621220187316,-0.243157491408554,0.863296140116509,-0.620138648707956,-0.291621220187314,0.815768226141936,-0.659764172278805,-1.76153813406017,0.619865216654361,0.698799104151042,-1.60117416910703
305,-0.0730354643926427,0.164318541495787,-0.477533921946958,1.04311897660095,-0.565585054653998,-0.164318541495785,-0.0730354643926396,0.295053280631826,-0.238973380969239,0.85760052828927,-0.618627147320035,-0.29505328063182,0.818678196378805,-0.65999017504936,-1.76329394075302,0.619161506242503,0.699324917759957,-1.60028655726447
306,-0.0743026077594401,0.167694058660243,-0.474418033845216,1.04079829052813,-0.566380256682916,-0.167694058660239,-0.0743026077594401,0.298256643118012,-0.235023326470884,0.852192160146757,-0.617168833675873,-0.298256643118002,0.821410957407821,-0.660207827093661,-1.76493667065376,0.618489725474325,0.699798975550873,-1.59945356337752
