LineNum,servo01,servo02,servo03,servo04,servo05,servo06,servo07,servo08,servo09,servo10,servo11,servo12,servo13,servo14,servo15,servo16,servo17,servo18
43,-0,-0.0463853743282907,-0.56901568628418,1.13803137256836,-0.56901568628418,0.0463853743282907,-0,0.0463853743282907,-0.56901568628418,1.13803137256836,-0.56901568628418,-0.0463853743282907,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
44,-0,-0.0464511637256437,-0.571224723803194,1.14244944760639,-0.571224723803194,0.0464511637256437,-0,0.0464511637256437,-0.571224723803194,1.14244944760639,-0.571224723803194,-0.0464511637256437,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
45,-0,-0.0465186415089029,-0.573476133729946,1.14695226745989,-0.573476133729946,0.0465186415089029,-0,0.0465186415089029,-0.573476133729946,1.14695226745989,-0.573476133729946,-0.0465186415089029,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
46,-0,-0.0465878215808449,-0.575769485067014,1.15153897013403,-0.575769485067014,0.0465878215808449,-0,0.0465878215808449,-0.575769485067014,1.15153897013403,-0.575769485067014,-0.0465878215808449,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
47,-0,-0.0466587182564891,-0.578104346042871,1.15620869208574,-0.578104346042871,0.0466587182564891,-0,0.0466587182564891,-0.578104346042871,1.15620869208574,-0.578104346042871,-0.0466587182564891,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
48,-0,-0.0467313462708022,-0.580480284445422,1.16096056889085,-0.580480284445423,0.0467313462708022,-0,0.0467313462708022,-0.580480284445422,1.16096056889085,-0.580480284445423,-0.0467313462708022,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
49,-0,-0.0468057207866774,-0.582896867945057,1.16579373589011,-0.582896867945057,0.0468057207866774,-0,0.0468057207866774,-0.582896867945057,1.16579373589011,-0.582896867945057,-0.0468057207866774,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
50,-0,-0.0468818574031947,-0.585353664407041,1.17070732881408,-0.585353664407041,0.0468818574031947,-0,0.0468818574031947,-0.585353664407041,1.17070732881408,-0.585353664407041,-0.0468818574031947,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
51,-0,-0.0469597721641738,-0.587850242193092,1.17570048438618,-0.587850242193092,0.0469597721641738,-0,0.0469597721641738,-0.587850242193092,1.17570048438618,-0.587850242193092,-0.0469597721641738,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
52,-0,-0.0470394815670256,-0.590386170452021,1.18077234090404,-0.590386170452021,0.0470394815670256,-0,0.0470394815670256,-0.590386170452021,1.18077234090404,-0.590386170452021,-0.0470394815670256,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
53,-0,-0.0471210025719144,-0.59296101939937,1.18592203879874,-0.59296101939937,0.0471210025719144,-0,0.0471210025719144,-0.59296101939937,1.18592203879874,-0.59296101939937,-0.0471210025719144,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
54,-0,-0.0472043526112389,-0.595574360586002,1.191148721172,-0.595574360586001,0.0472043526112389,-0,0.0472043526112389,-0.595574360586002,1.191148721172,-0.595574360586001,-0.0472043526112389,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
55,-0,-0.0472895495994431,-0.598225767155629,1.19645153431126,-0.598225767155629,0.0472895495994431,-0,0.0472895495994431,-0.598225767155629,1.19645153431126,-0.598225767155629,-0.0472895495994431,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
56,-0,-0.0473766119431684,-0.600914814091314,1.20182962818263,-0.600914814091314,0.0473766119431684,-0,0.0473766119431684,-0.600914814091314,1.20182962818263,-0.600914814091314,-0.0473766119431684,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
57,-0,-0.0474655585517566,-0.603641078450978,1.20728215690196,-0.603641078450978,0.0474655585517566,-0,0.0474655585517566,-0.603641078450978,1.20728215690196,-0.603641078450978,-0.0474655585517566,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
58,-0,-0.047556408848117,-0.606404139592005,1.21280827918401,-0.606404139592005,0.047556408848117,-0,0.047556408848117,-0.606404139592005,1.21280827918401,-0.606404139592005,-0.047556408848117,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
59,-0,-0.0476491827799694,-0.609203579385048,1.2184071587701,-0.609203579385048,0.0476491827799694,-0,0.0476491827799694,-0.609203579385048,1.2184071587701,-0.609203579385048,-0.0476491827799694,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
60,-0,-0.0477439008314747,-0.612038982417142,1.22407796483428,-0.612038982417142,0.0477439008314747,-0,0.0477439008314747,-0.612038982417142,1.22407796483428,-0.612038982417142,-0.0477439008314747,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
61,-0,-0.0478389959102198,-0.614862965638497,1.22972593127699,-0.614862965638497,0.0478389959102198,-0,0.0478389959102198,-0.614862965638497,1.22972593127699,-0.614862965638497,-0.0478389959102198,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
62,-0,-0.0479344702701112,-0.617675687954432,1.23535137590886,-0.617675687954432,0.0479344702701112,-0,0.0479344702701112,-0.617675687954432,1.23535137590886,-0.617675687954432,-0.0479344702701112,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
63,-0,-0.0480303261830431,-0.620477304774549,1.2409546095491,-0.620477304774549,0.0480303261830431,-0,0.0480303261830431,-0.620477304774549,1.2409546095491,-0.620477304774549,-0.0480303261830431,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
64,-0,-0.0481265659390766,-0.623267968119515,1.24653593623903,-0.623267968119515,0.0481265659390766,-0,0.0481265659390766,-0.623267968119515,1.24653593623903,-0.623267968119515,-0.0481265659390766,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
65,-0,-0.0482231918466216,-0.626047826723675,1.25209565344735,-0.626047826723675,0.0482231918466216,-0,0.0482231918466216,-0.626047826723675,1.25209565344735,-0.626047826723675,-0.0482231918466216,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
66,-0,-0.0483202062326209,-0.62881702613373,1.25763405226746,-0.62881702613373,0.0483202062326209,-0,0.0483202062326209,-0.62881702613373,1.25763405226746,-0.62881702613373,-0.0483202062326209,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
67,-0,-0.0484176114427368,-0.631575708803627,1.26315141760725,-0.631575708803627,0.0484176114427368,-0,0.0484176114427368,-0.631575708803627,1.26315141760725,-0.631575708803627,-0.0484176114427368,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
68,-0,-0.0485154098415385,-0.634324014185857,1.26864802837171,-0.634324014185857,0.0485154098415385,-0,0.0485154098415385,-0.634324014185857,1.26864802837171,-0.634324014185857,-0.0485154098415385,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
69,-0,-0.0486136038126941,-0.637062078819324,1.27412415763865,-0.637062078819324,0.0486136038126941,-0,0.0486136038126941,-0.637062078819324,1.27412415763865,-0.637062078819324,-0.0486136038126941,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
70,-0,-0.0487121957591626,-0.639790036413934,1.27958007282787,-0.639790036413934,0.0487121957591626,-0,0.0487121957591626,-0.639790036413934,1.27958007282787,-0.639790036413934,-0.0487121957591626,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
71,-0,-0.04881118810339,-0.642508017932055,1.28501603586411,-0.642508017932055,0.04881118810339,-0,0.04881118810339,-0.642508017932055,1.28501603586411,-0.642508017932055,-0.04881118810339,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
72,-0,-0.0489105832875068,-0.645216151666997,1.29043230333399,-0.645216151666997,0.0489105832875068,-0,0.0489105832875068,-0.645216151666997,1.29043230333399,-0.645216151666997,-0.0489105832875068,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
73,-0,-0.0490103837735282,-0.647914563318629,1.29582912663726,-0.647914563318629,0.0490103837735282,-0,0.0490103837735282,-0.647914563318629,1.29582912663726,-0.647914563318629,-0.0490103837735282,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
74,-0,-0.0491105920435567,-0.650603376066271,1.30120675213254,-0.650603376066271,0.0491105920435567,-0,0.0491105920435567,-0.650603376066271,1.30120675213254,-0.650603376066271,-0.0491105920435567,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
75,-0,-0.0492112105999873,-0.653282710638974,1.30656542127795,-0.653282710638974,0.0492112105999873,-0,0.0492112105999873,-0.653282710638974,1.30656542127795,-0.653282710638974,-0.0492112105999873,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
76,-0,-0.0493122419657152,-0.655952685383309,1.31190537076662,-0.655952685383309,0.0493122419657152,-0,0.0493122419657152,-0.655952685383309,1.31190537076662,-0.655952685383309,-0.0493122419657152,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
77,-0,-0.0494136886843457,-0.65861341632876,1.31722683265752,-0.65861341632876,0.0494136886843457,-0,0.0494136886843457,-0.65861341632876,1.31722683265752,-0.65861341632876,-0.0494136886843457,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
78,-0,-0.0495155533204072,-0.661265017250832,1.32253003450166,-0.661265017250831,0.0495155533204072,-0,0.0495155533204072,-0.661265017250832,1.32253003450166,-0.661265017250831,-0.0495155533204072,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
79,-0,-0.0496178384595668,-0.663907599731973,1.32781519946395,-0.663907599731973,0.0496178384595668,-0,0.0496178384595668,-0.663907599731973,1.32781519946395,-0.663907599731973,-0.0496178384595668,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
80,-0,-0.0497205467088478,-0.666541273220396,1.33308254644079,-0.666541273220396,0.0497205467088478,-0,0.0497205467088478,-0.666541273220396,1.33308254644079,-0.666541273220396,-0.0497205467088478,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
81,-0,-0.049823680696851,-0.669166145086886,1.33833229017377,-0.669166145086886,0.049823680696851,-0,0.049823680696851,-0.669166145086886,1.33833229017377,-0.669166145086886,-0.049823680696851,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
82,-0,-0.0499272430739778,-0.671782320679689,1.34356464135938,-0.671782320679689,0.0499272430739778,-0,0.0499272430739778,-0.671782320679689,1.34356464135938,-0.671782320679689,-0.0499272430739778,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
83,-0,-0.0500312365126568,-0.674389903377546,1.34877980675509,-0.674389903377546,0.0500312365126568,-0,0.0500312365126568,-0.674389903377546,1.34877980675509,-0.674389903377546,-0.0500312365126568,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
84,-0,-0.0501356637075729,-0.676988994640955,1.35397798928191,-0.676988994640955,0.0501356637075729,-0,0.0501356637075729,-0.676988994640955,1.35397798928191,-0.676988994640955,-0.0501356637075729,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
85,-0,-0.050240527375899,-0.679579694061741,1.35915938812348,-0.679579694061741,0.050240527375899,-0,0.050240527375899,-0.679579694061741,1.35915938812348,-0.679579694061741,-0.050240527375899,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
86,-0,-0.0503458302575312,-0.68216209941098,1.36432419882196,-0.68216209941098,0.0503458302575312,-0,0.0503458302575312,-0.68216209941098,1.36432419882196,-0.68216209941098,-0.0503458302575312,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
87,-0,-0.0504515751153264,-0.684736306685367,1.36947261337073,-0.684736306685367,0.0504515751153264,-0,0.0504515751153264,-0.684736306685367,1.36947261337073,-0.684736306685367,-0.0504515751153264,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
88,-0,-0.0505577647353432,-0.687302410152079,1.37460482030416,-0.687302410152079,0.0505577647353432,-0,0.0505577647353432,-0.687302410152079,1.37460482030416,-0.687302410152079,-0.0505577647353432,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
89,-0,-0.0506644019270857,-0.689860502392182,1.37972100478436,-0.689860502392182,0.0506644019270857,-0,0.0506644019270857,-0.689860502392182,1.37972100478436,-0.689860502392182,-0.0506644019270857,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
90,-0,-0.0507714895237507,-0.692410674342662,1.38482134868532,-0.692410674342662,0.0507714895237507,-0,0.0507714895237507,-0.692410674342662,1.38482134868532,-0.692410674342662,-0.0507714895237507,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
91,-0,-0.0508790303824774,-0.694953015337113,1.38990603067423,-0.694953015337113,0.0508790303824774,-0,0.0508790303824774,-0.694953015337113,1.38990603067423,-0.694953015337113,-0.0508790303824774,0.641767857762146,-0.0104027835634102,-1.17049165269399,0.641767857762146,0.0104027835634102,-1.17049165269399
